Strategy,Asset,Timeframe,Net_Profit_USD,ROI_Percent,ROI,CAGR_Percent,ROI_Per_Day_Pct,Win_Rate_Percent,Win_Rate_Adjusted,Profit_Factor,Sharpe_Ratio,Avg_Win_USD,Avg_Loss_USD,Win_Loss_Ratio,Trades_Per_Year,Max_Drawdown_USD,Max_Drawdown_Percent,Gross_Drawdown_USD,Gross_Drawdown_Percent,Net_Drawdown_USD,Net_Drawdown_Percent,Current_Drawdown_USD,Current_Drawdown_Percent,WR_Flag,Performance_Grade,Deployment_Status,Rank,Initial_Capital_USD,Final_Capital_USD,Time_period_checked,Time_start,time_end,fees_exchnage,Total_Trades,Data_Source
G27 CCI Donchian Wide [Webhook] BINANCEUSDT.P 2026-04-08,AVAX,4h,1.87454E+12,18745378120,187453781.2,3125.33,0.9556,83.32,83.32,11.24,2.16,1687939418,750247289.8,2.25,266.8,-41587189000,-3.2,-1.8306E+11,-9.77,0,0,0,0,HIGH_WR,EXCEPTIONAL,TIER_1_DEPLOY,1,10000,1.87454E+12,2003_days,12-10-2020,08-04-2026,0.06%,1463,tv_backtester_jan_2024
G27 CCI Donchian Wide [Webhook] BINANCEUSDT.P 2026-04-08,DOT,4h,3.38489E+11,3384887696,33848876.96,2153.01,0.8564,78.84,67.01,3.51,1.48,404609021.8,429629891.7,0.94,266.6,-1.07097E+11,-24.04,-1.34904E+11,-30.28,0,0,-1.07097E+11,-24.04,,TESTING,PAPER_TRADE,2,10000,3.38489E+11,2033_days,12-09-2020,08-04-2026,0.06%,1484,tv_backtester_jan_2024
G27 CCI Donchian Wide [Webhook] BINANCEUSDT.P 2026-04-08,ETH,4h,1.76049E+11,1760494731,17604947.31,1308.12,0.7267,83.85,83.85,9.93,1.81,149664933.6,78223253.89,1.91,247.3,-2560275500,-3.2,-19712259980,-11.2,0,0,0,0,HIGH_WR,STRONG,TIER_1,3,10000,1.76049E+11,2304_days,16-12-2019,08-04-2026,0.06%,1560,tv_backtester_jan_2024
G28 Donchian Short14 [Webhook] BINANCEUSDT.P 2026-04-08,AVAX,4h,2861074647,28610746.47,286107.4647,889.7,0.6296,81.61,81.61,10.31,1.99,3758425.99,1617255.07,2.32,188.5,-73005276,-3.2,-307278463,-10.74,0,0,0,0,HIGH_WR,STRONG,TIER_1,4,10000,2861084647,2002_days,12-10-2020,07-04-2026,0.06%,1033,tv_backtester_jan_2024
G26 Donchian ADX Aggro [Webhook] BINANCEUSDT.P 2026-04-08,DOT,4h,2687324177,26873241.77,268732.4177,847.1,0.6174,77.55,77.55,4.05,1.38,4512036.74,3850204.73,1.17,183.4,-718561726.9,-21.1,-881696883.9,-25.89,0,0,-718561726.9,-21.1,,TESTING,PAPER_TRADE,5,10000,2687334177,2031_days,12-09-2020,06-04-2026,0.06%,1020,tv_backtester_jan_2024
G26 Donchian ADX Aggro [Webhook] BINANCEUSDT.P 2026-04-08,ETH,4h,2258320781,22583207.81,225832.0781,605.88,0.5365,85.2,85.2,17.79,2.1,2474478.29,800593.63,3.09,179.9,-35503918.2,-1.73,-134499729.2,-5.96,0,0,0,0,HIGH_WR,EXCEPTIONAL,TIER_1_DEPLOY,6,10000,2258330781,2304_days,16-12-2019,08-04-2026,0.06%,1135,tv_backtester_jan_2024
G26 Donchian ADX Aggro [Webhook] BINANCEUSDT.P 2026-04-08,AVAX,4h,2221751401,22217514.01,222175.1401,845.07,0.6168,80.62,80.62,9.28,2.02,3007447.99,1348821.79,2.23,187.4,-62245666,-3.2,-268415536.2,-12.08,0,0,0,0,HIGH_WR,STRONG,TIER_1,7,10000,2221761401,2002_days,12-10-2020,07-04-2026,0.06%,1027,tv_backtester_jan_2024
G28 Donchian Short14 [Webhook] BINANCEUSDT.P 2026-04-08,DOT,4h,2081643837,20816438.37,208164.3837,808.52,0.606,78.42,78.42,4.4,1.66,3401439.8,2808699.47,1.21,182,-468456875.9,-18.37,-612296485.3,-24.01,0,0,-468456875.9,-18.37,,PROMISING,TIER_2,8,10000,2081653837,2027_days,12-09-2020,02-04-2026,0.06%,1010,tv_backtester_jan_2024
G28 Donchian Short14 [Webhook] BINANCEUSDT.P 2026-04-08,ETH,4h,1958655256,19586552.56,195865.5256,590.12,0.5303,84.96,84.96,17.43,2.11,2164432.81,701177.89,3.09,179.1,-28716868,-1.61,-119200241.6,-6.09,0,0,0,0,HIGH_WR,EXCEPTIONAL,TIER_1_DEPLOY,9,10000,1958665256,2304_days,16-12-2019,08-04-2026,0.06%,1130,tv_backtester_jan_2024
G25 CCI Pure HighTP [Webhook] BINANCEUSDT.P 2026-04-08,AVAX,4h,1033434528,10334345.28,103343.4528,721.04,0.5781,84.55,84.55,15.49,2.44,1710167.35,604521.84,2.83,139.3,-15022685,-1.62,-71333577.42,-6.9,0,0,0,0,HIGH_WR,EXCEPTIONAL,TIER_1_DEPLOY,10,10000,1033444528,2003_days,12-10-2020,08-04-2026,0.06%,764,tv_backtester_jan_2024
G23 Donchian CCI Lite [Webhook] BINANCEUSDT.P 2026-04-08,DOT,4h,179367704.3,1793677.04,17936.7704,484.11,0.4844,78.99,78.99,5.4,1.68,370541.54,257809.96,1.44,135.5,-31230518.59,-14.83,-40733973.24,-19.34,0,0,-31230518.59,-14.83,,PROMISING,TIER_2,11,10000,179377704.3,2027_days,12-09-2020,02-04-2026,0.06%,752,tv_backtester_jan_2024
G23 Donchian CCI Lite [Webhook] BINANCEUSDT.P 2026-04-08,AVAX,4h,179009654.8,1790096.55,17900.9655,496.91,0.4903,80.84,80.84,8.71,2.13,309199.76,149722.51,2.07,147.6,-5211902.2,-3.2,-23206988.73,-12.96,0,0,0,0,HIGH_WR,STRONG,TIER_1,12,10000,179019654.8,2002_days,12-10-2020,07-04-2026,0.06%,809,tv_backtester_jan_2024
G23 Donchian CCI Lite [Webhook] BINANCEUSDT.P 2026-04-08,ETH,4h,157841784.3,1578417.84,15784.1784,362.96,0.4204,84.32,84.32,15.85,2.03,222261.57,75407.68,2.95,142.5,-2373586.2,-1.61,-10632483.06,-6.74,0,0,0,0,HIGH_WR,STRONG,TIER_1,13,10000,157851784.3,2304_days,16-12-2019,08-04-2026,0.06%,899,tv_backtester_jan_2024
G15 Aroon Donchian Breakout [Webhook] BINANCEUSDT.P 2026-04-08,ETH,4h,126225019.5,1262250.2,12622.502,346.84,0.4107,84.2,84.2,15.29,2.13,178411.25,62199.27,2.87,142.5,-1898974.8,-1.61,-8832295.69,-7,0,0,0,0,HIGH_WR,STRONG,TIER_1,14,10000,126235019.5,2304_days,16-12-2019,08-04-2026,0.06%,899,tv_backtester_jan_2024
G11 Donchian CCI Power [Webhook] BINANCEUSDT.P 2026-04-08,ETH,4h,126225019.5,1262250.2,12622.502,346.84,0.4107,84.2,84.2,15.29,2.13,178411.25,62199.27,2.87,142.5,-1898974.8,-1.61,-8832295.69,-7,0,0,0,0,HIGH_WR,STRONG,TIER_1,15,10000,126235019.5,2304_days,16-12-2019,08-04-2026,0.06%,899,tv_backtester_jan_2024
G20 Stoch Donchian Trend [Webhook] BINANCEUSDT.P 2026-04-08,ETH,4h,107072223.1,1070722.23,10707.2223,335.34,0.4035,83.87,83.87,14.39,2.13,153632,55542.67,2.77,141.6,-1610856,-1.61,-7998145.04,-7.47,0,0,0,0,HIGH_WR,STRONG,TIER_1,16,10000,107082223.1,2304_days,16-12-2019,08-04-2026,0.06%,893,tv_backtester_jan_2024
G17 Donchian PSAR Trend [Webhook] BINANCEUSDT.P 2026-04-08,ETH,4h,105893187.9,1058931.88,10589.3188,334.57,0.4031,84.29,84.29,14.97,2.21,151099.63,54161.65,2.79,141.2,-1593119.6,-1.61,-7582630.92,-7.16,0,0,0,0,HIGH_WR,STRONG,TIER_1,17,10000,105903187.9,2304_days,16-12-2019,08-04-2026,0.06%,891,tv_backtester_jan_2024
G12 SuperTrend Donchian [Webhook] BINANCEUSDT.P 2026-04-08,ETH,4h,91949706.21,919497.06,9194.9706,324.96,0.3969,84.15,84.15,15.16,2.12,136345.33,47732.52,2.86,136,-1383365.5,-1.61,-6491622.09,-7.06,0,0,0,0,HIGH_WR,STRONG,TIER_1,18,10000,91959706.21,2304_days,16-12-2019,08-04-2026,0.06%,858,tv_backtester_jan_2024
G13 MACD Donchian Trend [Webhook] BINANCEUSDT.P 2026-04-08,ETH,4h,87367103.29,873671.03,8736.7103,321.53,0.3947,84.33,84.33,15.08,2.13,129780.2,46301.64,2.8,135.5,-1314428.6,-1.61,-6204419.21,-7.1,0,0,0,0,HIGH_WR,STRONG,TIER_1,19,10000,87377103.29,2304_days,16-12-2019,08-04-2026,0.06%,855,tv_backtester_jan_2024
G25 CCI Pure HighTP [Webhook] BINANCEUSDT.P 2026-04-08,DOT,4h,83738626.63,837386.27,8373.8627,406.76,0.4453,78.4,78.4,6.29,2.67,155825.13,89963.8,1.73,146.4,-10063016.57,-10.73,-15833629.66,-16.88,0,0,-10063016.57,-10.73,,PROMISING,TIER_2,20,10000,83748626.63,2033_days,12-09-2020,08-04-2026,0.06%,815,tv_backtester_jan_2024
G25 CCI Pure HighTP [Webhook] BINANCEUSDT.P 2026-04-08 (1),ETH,4h,69002036.02,690020.36,6900.2036,306.05,0.3844,83.66,83.66,9.27,2.48,113578.09,62741.7,1.81,129,-1071913.4,-1.61,-8344645.56,-12.09,0,0,0,0,HIGH_WR,STRONG,TIER_1,21,10000,69012036.02,2304_days,16-12-2019,08-04-2026,0.06%,814,tv_backtester_jan_2024
G25 CCI Pure HighTP [Webhook] BINANCEUSDT.P 2026-04-08,ETH,4h,69002036.02,690020.36,6900.2036,306.05,0.3844,83.66,83.66,9.27,2.48,113578.09,62741.7,1.81,129,-1071913.4,-1.61,-8344645.56,-12.09,0,0,0,0,HIGH_WR,STRONG,TIER_1,22,10000,69012036.02,2304_days,16-12-2019,08-04-2026,0.06%,814,tv_backtester_jan_2024
G16 CCI Keltner Fusion [Webhook] BINANCEUSDT.P 2026-04-08,ETH,4h,65234498.86,652344.99,6523.4499,302.45,0.3819,83.66,83.66,9.21,2.48,107463.32,59759.58,1.8,129,-1013680.3,-1.61,-7948023.75,-12.18,0,0,0,0,HIGH_WR,STRONG,TIER_1,23,10000,65244498.86,2304_days,16-12-2019,08-04-2026,0.06%,814,tv_backtester_jan_2024
G14 CCI RSI Double Momentum [Webhook] BINANCEUSDT.P 2026-04-08,ETH,4h,65234498.86,652344.99,6523.4499,302.45,0.3819,83.66,83.66,9.21,2.48,107463.32,59759.58,1.8,129,-1013680.3,-1.61,-7948023.75,-12.18,0,0,0,0,HIGH_WR,STRONG,TIER_1,24,10000,65244498.86,2304_days,16-12-2019,08-04-2026,0.06%,814,tv_backtester_jan_2024
G26 Donchian ADX Aggro [Webhook] BINANCEUSDT.P 2026-04-08,LDO,4h,64927163.65,649271.64,6492.7164,1143.78,0.6925,81.41,81.41,5.79,2.16,154512.62,116941.8,1.32,179.2,-2743093.86,-4.07,-13565248.65,-20.13,0,0,-2445401.26,-3.63,HIGH_WR,PROMISING,TIER_2,25,10000,64937163.65,1272_days,13-10-2022,08-04-2026,0.06%,624,tv_backtester_jan_2024
G6 Triple EMA Volume Trend [Webhook] BINANCEUSDT.P 2026-04-08,AVAX,4h,39064728.29,390647.28,3906.4728,350.82,0.4131,37.89,37.89,1.48,0.48,1966211.93,808741.99,2.43,29.3,-20753939.07,-45.02,-80874199.19,-152.97,-301238.75,-3012.39,-13794427.87,-26.09,,WEAK,IGNORE,26,10000,39074728.29,2006_days,02-10-2020,01-04-2026,0.06%,161,tv_backtester_jan_2024
G26 Donchian ADX Aggro [Webhook] OKXUSDT.P 2026-04-08,SUI,4h,29984369.44,299843.69,2998.4369,1524.3,0.7661,84.71,84.71,11.84,2.8,75809.43,35452.64,2.14,177.6,-426044.44,-1.61,-2765306.01,-9.22,0,0,0,0,HIGH_WR,EXCEPTIONAL,TIER_1_DEPLOY,27,10000,29994369.44,1049_days,24-05-2023,08-04-2026,0.06%,510,tv_backtester_jan_2024
G8 TRIX Donchian Trend [Webhook] BINANCEUSDT.P 2026-04-08,AVAX,4h,27337831,273378.31,2733.7831,320.35,0.3939,41,41,1.31,0.49,1403649.89,743741.18,1.89,36.3,-23479284.84,-46.19,-87761459.62,-172.67,-266970.7,-2669.71,-23479284.84,-46.19,,WEAK,IGNORE,28,10000,27347831,2013_days,02-10-2020,08-04-2026,0.06%,200,tv_backtester_jan_2024
G19 Donchian Volume Surge [Webhook] BINANCEUSDT.P 2026-04-08,ETH,4h,25814538.08,258145.38,2581.4538,247.46,0.3416,84.98,84.98,18.97,2.09,45876.69,13678.23,3.35,110.8,-394294.56,-1.61,-1436213.82,-5.56,0,0,0,0,HIGH_WR,STRONG,TIER_1,29,10000,25824538.08,2304_days,16-12-2019,08-04-2026,0.06%,699,tv_backtester_jan_2024
G8 TRIX Donchian Trend [Webhook] BINANCEUSDT.P 2026-04-08,SOL,4h,20627622.83,206276.23,2062.7623,301.36,0.3812,45.79,45.79,1.28,0.39,968046.33,640007.91,1.51,39,-16675412.69,-44.69,-74240917.17,-198.97,-308894.2,-3088.94,-16675412.69,-44.69,,WEAK,IGNORE,30,10000,20637622.83,2006_days,05-10-2020,04-04-2026,0.06%,214,tv_backtester_jan_2024
G2 OBV EMA Trend [Webhook] BINANCEUSDT.P 2026-04-08,SOL,4h,19243103.01,192431.03,1924.3103,292.02,0.3747,32.63,32.63,1.17,0.24,1762825.15,732669.4,2.41,42.6,-23994965.05,-55.48,-116494433.9,-269.36,-43152.72,-431.53,-23994965.05,-55.48,,WEAK,IGNORE,31,10000,19253103.01,2022_days,23-09-2020,08-04-2026,0.06%,236,tv_backtester_jan_2024
G6 Triple EMA Volume Trend [Webhook] BINANCEUSDT.P 2026-04-08,SOL,4h,19213969.47,192139.69,1921.3969,300.06,0.3803,34.43,34.43,1.19,0.27,1931415.14,853876.54,2.26,33.6,-15477820.66,-44.6,-102465184.6,-295.27,-196606.16,-1966.06,-15477820.66,-44.6,,WEAK,IGNORE,32,10000,19223969.47,1992_days,21-10-2020,06-04-2026,0.06%,183,tv_backtester_jan_2024
