Strategy,Asset,Timeframe,Net_Profit_USD,ROI_Percent,ROI,CAGR_Percent,ROI_Per_Day_Pct,Win_Rate_Percent,Win_Rate_Adjusted,Profit_Factor,Sharpe_Ratio,Avg_Win_USD,Avg_Loss_USD,Win_Loss_Ratio,Trades_Per_Year,Max_Drawdown_USD,Max_Drawdown_Percent,Gross_Drawdown_USD,Gross_Drawdown_Percent,Net_Drawdown_USD,Net_Drawdown_Percent,Current_Drawdown_USD,Current_Drawdown_Percent,WR_Flag,Performance_Grade,Deployment_Status,Rank,Initial_Capital_USD,Final_Capital_USD,Time_period_checked,Time_start,time_end,fees_exchnage,Total_Trades,Data_Source
6 Keltner Channel Breakout RSI BINANCEUSDT.P 2026-04-06,AVAX,15m,28849700.37,288497.0,2884.97,323.57,0.396,68.45,68.45,4.38,3.39,27014.68,13383.4,2.02,366.3,-889105.96,-3.23,-8538611.68,-29.47,0.0,0.0,-111203.13,-0.38,,TESTING,PAPER_TRADE,13,10000,28859700.37,2016_days,26-09-2020,05-04-2026,0.06%,2022,tv_backtester_jan_2024
G26 Donchian ADX Aggro [Webhook] BINANCEUSDT.P 2026-04-08,DOT,4h,2687324177.0,26873241.77,268732.4177,847.1,0.6174,77.55,77.55,4.05,1.38,4512036.74,3850204.73,1.17,183.4,-718561726.9,-21.1,-881696883.9,-25.89,0.0,0.0,-718561726.9,-21.1,,TESTING,PAPER_TRADE,5,10000,2687334177.0,2031_days,12-09-2020,06-04-2026,0.06%,1020,tv_backtester_jan_2024
4 Hull MA Cross Volume BINANCEUSDT.P 2026-04-06,MAGIC,15m,1248591.72,12485.92,124.8592,354.77,0.4155,62.69,62.69,3.95,4.36,1274.56,542.42,2.35,655.6,-29949.3,-2.47,-423628.47,-33.49,0.0,0.0,-6284.17,-0.5,,TESTING,PAPER_TRADE,17,10000,1258591.72,1166_days,25-01-2023,06-04-2026,0.06%,2093,tv_backtester_jan_2024
3 Chandelier Exit SAR Fusion BINANCEUSDT.P 2026-04-06,SOL,4h,1481.28,14.81,0.1481,2.6,0.007,78.95,67.11,3.73,0.63,134.87,135.43,1.0,3.5,-308.94,-3.07,-541.71,-4.72,-261.49,-2.61,0.0,0.0,LOW_SAMPLE,WEAK,LOW_TRADES,54,10000,11481.28,1963_days,05-11-2020,23-03-2026,0.06%,19,tv_backtester_jan_2024
6 Keltner Channel Breakout RSI BINANCEUSDT.P 2026-04-06,SOL,4h,14641.52,146.42,1.4642,18.56,0.0466,68.55,68.55,3.72,1.57,235.49,137.83,1.71,23.4,-657.28,-6.49,-5375.26,-21.81,-532.07,-5.32,0.0,0.0,,TESTING,PAPER_TRADE,42,10000,24641.52,1935_days,08-12-2020,27-03-2026,0.06%,124,tv_backtester_jan_2024
G27 CCI Donchian Wide [Webhook] BINANCEUSDT.P 2026-04-08,DOT,4h,338489000000.0,3384887696.0,33848876.96,2153.01,0.8564,78.84,67.01,3.51,1.48,404609021.8,429629891.7,0.94,266.6,-107097000000.0,-24.04,-134904000000.0,-30.28,0.0,0.0,-107097000000.0,-24.04,,TESTING,PAPER_TRADE,2,10000,338489000000.0,2033_days,12-09-2020,08-04-2026,0.06%,1484,tv_backtester_jan_2024
6 Keltner Channel Breakout RSI BINANCEUSDT.P 2026-04-06,SOL,15m,1390252.61,13902.53,139.0253,143.74,0.2442,59.17,59.17,3.17,3.05,1681.73,767.82,2.19,367.8,-65986.16,-4.55,-639596.6,-44.13,-1352.49,-13.52,-49154.02,-3.39,,WEAK,IGNORE,16,10000,1400252.61,2026_days,16-09-2020,04-04-2026,0.06%,2040,tv_backtester_jan_2024
4 Hull MA Cross Volume BINANCEUSDT.P 2026-04-06,LINK,15m,42789433.17,427894.33,4278.9433,284.21,0.3692,59.71,59.71,2.68,2.58,26069.96,14430.91,1.81,706.4,-777092.57,-2.28,-25513851.08,-59.52,0.0,0.0,-69933.1,-0.16,,WEAK,IGNORE,11,10000,42799433.17,2269_days,18-01-2020,06-04-2026,0.06%,4388,tv_backtester_jan_2024
10 VWAP Mean Reversion Pivot BINANCEUSDT.P 2026-04-06,SOL,4h,3794.54,37.95,0.3795,6.45,0.0171,67.31,67.31,2.56,0.88,177.95,143.15,1.24,10.1,-341.95,-3.41,-2433.57,-17.35,-311.18,-3.11,-227.77,-1.62,,WEAK,IGNORE,52,10000,13794.54,1880_days,07-01-2021,02-03-2026,0.06%,52,tv_backtester_jan_2024
4 Hull MA Cross Volume BINANCEUSDT.P 2026-04-06,AVAX,15m,32005813.53,320058.14,3200.5814,330.67,0.4006,60.28,60.28,2.47,2.67,23934.84,14725.81,1.63,675.0,-1844874.51,-5.45,-21823652.12,-64.47,0.0,0.0,-1833459.32,-5.42,,WEAK,IGNORE,12,10000,32015813.53,2019_days,24-09-2020,05-04-2026,0.06%,3731,tv_backtester_jan_2024
G5 LinReg Channel Breakout [Webhook] BINANCEUSDT.P 2026-04-08,ETH,4h,6254672.63,62546.73,625.4673,176.97,0.2793,48.65,48.65,2.45,0.88,195893.54,75852.26,2.58,17.6,-436707.38,-23.42,-4323578.68,-65.03,-33013.25,-330.13,-383898.06,-5.77,,WEAK,IGNORE,36,10000,6264672.63,2309_days,12-12-2019,08-04-2026,0.06%,111,tv_backtester_jan_2024
G9 ATR Breakout Momentum [Webhook] BINANCEUSDT.P 2026-04-08,BTC,4h,3278149.17,32781.49,327.8149,146.62,0.2474,50.85,50.85,2.25,0.69,196615.05,90355.25,2.18,9.2,-558210.03,-16.33,-2620302.29,-76.64,-35395.37,-353.95,-130669.64,-3.82,,WEAK,IGNORE,42,10000,3288149.17,2345_days,24-09-2019,25-02-2026,0.06%,59,tv_backtester_jan_2024
4 Hull MA Cross Volume BINANCEUSDT.P 2026-04-06,SOL,15m,1476310.57,14763.11,147.6311,146.15,0.2469,52.3,52.3,2.15,2.75,1364.74,695.51,1.96,695.9,-169689.61,-63.76,-1281820.89,-86.24,-3789.09,-37.89,0.0,0.0,,WEAK,IGNORE,15,10000,1486310.57,2028_days,15-09-2020,06-04-2026,0.06%,3864,tv_backtester_jan_2024
7 Momentum Volatility Breakout BINANCEUSDT.P 2026-04-06,SOL,4h,529.27,5.29,0.0529,0.99,0.0027,51.72,51.72,2.04,0.4,69.13,36.26,1.91,5.6,-433.13,-4.05,-507.67,-4.74,0.0,0.0,-177.34,-1.66,LOW_SAMPLE,WEAK,LOW_TRADES,57,10000,10529.27,1907_days,01-12-2020,20-02-2026,0.06%,29,tv_backtester_jan_2024
11 Williams R Trend Fusion BINANCEUSDT.P 2026-04-06,SOL,15m,27824.57,278.25,2.7825,27.2,0.0659,53.51,53.51,2.0,2.31,85.76,49.38,1.74,219.0,-8027.16,-30.5,-27750.7,-73.36,-719.27,-7.19,-4.56,-0.01,,WEAK,IGNORE,38,10000,37824.57,2020_days,23-09-2020,06-04-2026,0.06%,1211,tv_backtester_jan_2024
1 Aroon Oscillator Fusion BINANCEUSDT.P 2026-04-06,MAGIC,15m,7508735784.0,75087357.84,750873.5784,19088.14,1.4497,63.76,63.76,1.99,2.7,3334520.59,2950003.09,1.13,2760.0,-762288593.8,-9.22,-7593307949.0,-91.83,-318.57,-3.19,-760430749.3,-9.2,,WEAK,IGNORE,4,10000,7508745784.0,940_days,08-09-2023,06-04-2026,0.06%,7103,tv_backtester_jan_2024
G9 ATR Breakout Momentum [Webhook] BINANCEUSDT.P 2026-04-08,ETH,4h,2054846.71,20548.47,205.4847,136.48,0.2359,50.0,50.0,1.86,0.53,152866.7,82009.91,1.86,9.4,-997238.3,-48.06,-2378287.47,-91.4,-10352.37,-103.52,-537118.93,-20.64,,WEAK,IGNORE,46,10000,2064846.71,2262_days,16-12-2019,25-02-2026,0.06%,58,tv_backtester_jan_2024
6 Keltner Channel Breakout RSI BINANCEUSDT.P 2026-04-06,BTC,15m,207532.16,2075.32,20.7532,60.23,0.1292,53.35,53.35,1.8,2.27,401.68,255.28,1.57,333.7,-20736.2,-9.22,-259623.59,-115.46,-5.51,-0.06,-7318.72,-3.25,,WEAK,IGNORE,26,10000,217532.16,2386_days,23-09-2019,05-04-2026,0.06%,2180,tv_backtester_jan_2024
1 Aroon Oscillator Fusion BINANCEUSDT.P 2026-04-06,LINK,15m,65373241.53,653732.42,6537.3242,1438.34,0.7511,57.06,57.06,1.76,2.55,31522.23,23799.83,1.32,2617.7,-5598101.04,-8.0,-85964972.84,-122.8,0.0,0.0,-4619304.53,-6.6,,WEAK,IGNORE,10,10000,65383241.53,1174_days,17-01-2023,06-04-2026,0.06%,8414,tv_backtester_jan_2024
1 Aroon Oscillator Fusion BINANCEUSDT.P 2026-04-06,SOL,15m,432000000000.0,4323720977.0,43237209.77,2272.71,0.8707,55.02,55.02,1.67,2.07,128468255.6,94299792.61,1.36,2754.5,-38257678289.0,-8.88,-649000000000.0,-148.42,-7720.0,-77.2,-4680302370.0,-1.07,,WEAK,IGNORE,2,10000,432000000000.0,2028_days,15-09-2020,06-04-2026,0.06%,15294,tv_backtester_jan_2024
1 Aroon Oscillator Fusion BINANCEUSDT.P 2026-04-06,AVAX,15m,90163387.03,901633.87,9016.3387,3421.05,0.9798,60.42,60.42,1.67,2.76,55391.0,50717.65,1.09,2632.2,-12053384.45,-12.1,-135111816.8,-135.59,-1017.56,-10.18,-9470890.1,-9.5,,WEAK,IGNORE,9,10000,90173387.03,934_days,14-09-2023,06-04-2026,0.06%,6731,tv_backtester_jan_2024
G1 Keltner ADX Breakout [Webhook] BINANCEUSDT.P 2026-04-08,ETH,4h,15352781.52,153527.82,1535.2782,220.0,0.319,44.34,44.34,1.48,0.59,482017.23,259226.89,1.86,35.0,-3749999.25,-22.78,-31884906.86,-183.69,-97873.97,-978.74,-1994807.57,-11.49,,WEAK,IGNORE,33,10000,15362781.52,2304_days,16-12-2019,08-04-2026,0.06%,221,tv_backtester_jan_2024
G6 Triple EMA Volume Trend [Webhook] BINANCEUSDT.P 2026-04-08,AVAX,4h,39064728.29,390647.28,3906.4728,350.82,0.4131,37.89,37.89,1.48,0.48,1966211.93,808741.99,2.43,29.3,-20753939.07,-45.02,-80874199.19,-152.97,-301238.75,-3012.39,-13794427.87,-26.09,,WEAK,IGNORE,26,10000,39074728.29,2006_days,02-10-2020,01-04-2026,0.06%,161,tv_backtester_jan_2024
G5 LinReg Channel Breakout [Webhook] BINANCEUSDT.P 2026-04-08,SOL,4h,2117506.77,21175.07,211.7507,165.63,0.2678,49.43,49.43,1.41,0.38,169803.97,117819.63,1.44,15.9,-1098828.16,-36.82,-5184063.93,-173.71,-134738.74,-1347.39,-856743.29,-28.71,,WEAK,IGNORE,45,10000,2127506.77,2004_days,02-10-2020,30-03-2026,0.06%,87,tv_backtester_jan_2024
G8 TRIX Donchian Trend [Webhook] BINANCEUSDT.P 2026-04-08,ETH,4h,13630707.54,136307.08,1363.0708,213.71,0.3135,45.27,45.27,1.37,0.46,551937.68,332687.46,1.66,31.8,-8757233.85,-40.75,-36595621.01,-170.3,-12566.73,-125.67,-7848699.17,-36.52,,WEAK,IGNORE,34,10000,13640707.54,2306_days,15-12-2019,08-04-2026,0.06%,201,tv_backtester_jan_2024
G5 LinReg Channel Breakout [Webhook] BINANCEUSDT.P 2026-04-08,AVAX,4h,3728071.84,37280.72,372.8072,204.0,0.3049,47.96,47.96,1.31,0.34,337651.41,238069.5,1.42,18.4,-5102370.09,-57.72,-12141544.61,-137.34,-57989.36,-579.89,-5102370.09,-57.72,,WEAK,IGNORE,39,10000,3738071.84,1946_days,07-12-2020,07-04-2026,0.06%,98,tv_backtester_jan_2024
G8 TRIX Donchian Trend [Webhook] BINANCEUSDT.P 2026-04-08,AVAX,4h,27337831.0,273378.31,2733.7831,320.35,0.3939,41.0,41.0,1.31,0.49,1403649.89,743741.18,1.89,36.3,-23479284.84,-46.19,-87761459.62,-172.67,-266970.7,-2669.71,-23479284.84,-46.19,,WEAK,IGNORE,28,10000,27347831.0,2013_days,02-10-2020,08-04-2026,0.06%,200,tv_backtester_jan_2024
G5 LinReg Channel Breakout [Webhook] BINANCEUSDT.P 2026-04-08,BTC,4h,627535.48,6275.35,62.7535,88.55,0.1738,39.17,39.17,1.29,0.32,59027.19,29407.43,2.01,18.3,-237335.48,-5059.19,-2146742.58,-293.28,-242644.3,-2426.44,-94436.62,-12.9,,WEAK,IGNORE,55,10000,637535.48,2393_days,19-09-2019,08-04-2026,0.06%,120,tv_backtester_jan_2024
G8 TRIX Donchian Trend [Webhook] BINANCEUSDT.P 2026-04-08,SOL,4h,20627622.83,206276.23,2062.7623,301.36,0.3812,45.79,45.79,1.28,0.39,968046.33,640007.91,1.51,39.0,-16675412.69,-44.69,-74240917.17,-198.97,-308894.2,-3088.94,-16675412.69,-44.69,,WEAK,IGNORE,30,10000,20637622.83,2006_days,05-10-2020,04-04-2026,0.06%,214,tv_backtester_jan_2024
G1 Keltner ADX Breakout [Webhook] BINANCEUSDT.P 2026-04-08,SOL,4h,3314326.11,33143.26,331.4326,187.99,0.29,39.51,39.51,1.21,0.33,236585.47,127815.3,1.85,37.3,-2296444.74,-49.67,-15849097.06,-342.79,-170173.94,-1701.74,-1299287.61,-28.1,,WEAK,IGNORE,41,10000,3324326.11,2005_days,02-10-2020,30-03-2026,0.06%,205,tv_backtester_jan_2024
G1 Keltner ADX Breakout [Webhook] BINANCEUSDT.P 2026-04-08,BTC,4h,3051129.95,30511.3,305.113,139.57,0.2395,39.51,39.51,1.2,0.3,190571.47,103698.85,1.84,37.1,-2449688.47,-47.53,-15243731.56,-295.75,-66705.64,-667.06,-2093188.42,-40.61,,WEAK,IGNORE,43,10000,3061129.95,2393_days,19-09-2019,08-04-2026,0.06%,243,tv_backtester_jan_2024
G6 Triple EMA Volume Trend [Webhook] BINANCEUSDT.P 2026-04-08,SOL,4h,19213969.47,192139.69,1921.3969,300.06,0.3803,34.43,34.43,1.19,0.27,1931415.14,853876.54,2.26,33.6,-15477820.66,-44.6,-102465184.6,-295.27,-196606.16,-1966.06,-15477820.66,-44.6,,WEAK,IGNORE,32,10000,19223969.47,1992_days,21-10-2020,06-04-2026,0.06%,183,tv_backtester_jan_2024
G9 ATR Breakout Momentum [Webhook] BINANCEUSDT.P 2026-04-08,AVAX,4h,916084.48,9160.84,91.6084,136.45,0.2359,34.15,34.15,1.18,0.1,435223.03,191742.15,2.27,7.8,-2919336.12,-75.92,-5177037.92,-134.63,0.0,0.0,-2919336.12,-75.92,,WEAK,IGNORE,51,10000,926084.48,1922_days,01-01-2021,07-04-2026,0.06%,41,tv_backtester_jan_2024
G2 OBV EMA Trend [Webhook] BINANCEUSDT.P 2026-04-08,SOL,4h,19243103.01,192431.03,1924.3103,292.02,0.3747,32.63,32.63,1.17,0.24,1762825.15,732669.4,2.41,42.6,-23994965.05,-55.48,-116494433.9,-269.36,-43152.72,-431.53,-23994965.05,-55.48,,WEAK,IGNORE,31,10000,19253103.01,2022_days,23-09-2020,08-04-2026,0.06%,236,tv_backtester_jan_2024
4 Hull MA Cross Volume BINANCEUSDT.P 2026-04-06,BTC,15m,31107.72,311.08,3.1108,24.0,0.0589,41.35,41.35,1.12,0.68,153.36,96.21,1.59,678.8,-38539.01,-48.39,-251683.11,-316.0,-82.71,-0.83,-38539.01,-48.39,,WEAK,IGNORE,35,10000,41107.72,2400_days,09-09-2019,06-04-2026,0.06%,4460,tv_backtester_jan_2024
G4 Chaikin MF Trend [Webhook] BINANCEUSDT.P 2026-04-08,ETH,4h,4358823.15,43588.23,435.8823,160.64,0.2626,37.02,37.02,1.11,0.19,325372.31,172109.94,1.89,57.0,-4053809.79,-71.05,-39241066.34,-546.55,-133111.61,-1331.12,-2811002.84,-39.15,,WEAK,IGNORE,38,10000,4368823.15,2318_days,02-12-2019,08-04-2026,0.06%,362,tv_backtester_jan_2024
G6 Triple EMA Volume Trend [Webhook] BINANCEUSDT.P 2026-04-08,ETH,4h,1036755.67,10367.56,103.6756,108.96,0.202,29.49,29.49,1.09,0.11,176781.56,67643.47,2.61,37.1,-2026415.76,-85.21,-11161171.73,-469.31,0.0,0.0,-1331433.54,-55.99,,WEAK,IGNORE,50,10000,1046755.67,2305_days,15-12-2019,08-04-2026,0.06%,234,tv_backtester_jan_2024
G1 Keltner ADX Breakout [Webhook] BINANCEUSDT.P 2026-04-08,AVAX,4h,1918760.15,19187.6,191.876,160.55,0.2625,40.28,40.28,1.09,0.14,268627.7,166293.41,1.62,39.3,-3399078.11,-66.47,-21451849.47,-419.5,-261337.19,-2613.37,-3184942.11,-62.28,,WEAK,IGNORE,48,10000,1928760.15,2007_days,07-10-2020,07-04-2026,0.06%,216,tv_backtester_jan_2024
G8 TRIX Donchian Trend [Webhook] BINANCEUSDT.P 2026-04-08,BTC,4h,635606.11,6356.06,63.5606,89.27,0.1748,44.49,44.49,1.09,0.15,72884.01,53740.82,1.36,37.5,-1079104.54,-88.07,-7308751.28,-596.52,-20113.19,-201.13,-579620.3,-47.31,,WEAK,IGNORE,54,10000,645606.11,2386_days,20-09-2019,03-04-2026,0.06%,245,tv_backtester_jan_2024
G2 OBV EMA Trend [Webhook] BINANCEUSDT.P 2026-04-08,ETH,4h,1794504.2,17945.04,179.4504,127.07,0.2248,30.9,30.9,1.09,0.15,240643.76,98968.1,2.43,47.5,-2419201.16,-63.62,-20585365.59,-541.31,-61561.73,-615.62,-1998349.48,-52.55,,WEAK,IGNORE,49,10000,1804504.2,2314_days,07-12-2019,08-04-2026,0.06%,301,tv_backtester_jan_2024
G7 ROC MACD Momentum [Webhook] BINANCEUSDT.P 2026-04-08,ETH,4h,789766.24,7897.66,78.9766,99.82,0.1897,37.62,37.62,1.04,0.11,63636.06,37011.41,1.72,146.1,-2706149.69,-104.84,-21355583.48,-827.34,-134922.83,-1349.23,-1781460.62,-69.02,,WEAK,IGNORE,53,10000,799766.24,2312_days,08-12-2019,08-04-2026,0.06%,925,tv_backtester_jan_2024
G6 Triple EMA Volume Trend [Webhook] BINANCEUSDT.P 2026-04-08,BTC,4h,164376.31,1643.76,16.4376,54.73,0.1196,30.96,30.96,1.04,0.04,60827.88,26284.16,2.31,36.5,-617570.96,-139.59,-4336886.82,-935.2,-219380.88,-2193.81,-289360.37,-62.4,,WEAK,IGNORE,58,10000,174376.31,2392_days,19-09-2019,08-04-2026,0.06%,239,tv_backtester_jan_2024
G9 ATR Breakout Momentum [Webhook] BINANCEUSDT.P 2026-04-08,LINK,4h,53038.35,530.38,5.3038,35.59,0.0834,38.46,38.46,1.03,0.05,112855.64,68324.85,1.65,6.4,-797423.98,-143.73,-1639796.3,-295.57,-252635.79,-2526.36,-491749.84,-88.64,,WEAK,IGNORE,61,10000,63038.35,2209_days,07-02-2020,25-02-2026,0.06%,39,tv_backtester_jan_2024
G10 Elder Impulse Trend [Webhook] BINANCEUSDT.P 2026-04-08,ETH,4h,392398.15,3923.98,39.2398,79.13,0.1597,35.8,35.8,1.02,0.06,68503.85,37365.61,1.83,115.0,-2399504.51,-92.4,-17487107.11,-673.38,-11545.98,-115.46,-2194502.84,-84.5,,WEAK,IGNORE,56,10000,402398.15,2315_days,05-12-2019,07-04-2026,0.06%,729,tv_backtester_jan_2024
G4 Chaikin MF Trend [Webhook] BINANCEUSDT.P 2026-04-08,AVAX,4h,243181.9,2431.82,24.3182,80.0,0.1611,33.23,33.23,1.01,0.01,400782.15,198383.96,2.02,60.2,-7036376.68,-96.53,-43842854.59,-601.45,-550174.03,-5501.74,-7036376.68,-96.53,,WEAK,IGNORE,57,10000,253181.9,2008_days,07-10-2020,08-04-2026,0.06%,331,tv_backtester_jan_2024
G10 Elder Impulse Trend [Webhook] BINANCEUSDT.P 2026-04-08,SOL,4h,125735.99,1257.36,12.5736,60.11,0.1289,39.54,39.54,1.01,0.03,57059.9,37001.96,1.54,118.2,-1595937.37,-136.2,-14652777.46,-1250.52,-434203.34,-4342.03,-1035998.04,-88.42,,WEAK,IGNORE,59,10000,135735.99,2024_days,21-09-2020,08-04-2026,0.06%,655,tv_backtester_jan_2024
G7 ROC MACD Momentum [Webhook] BINANCEUSDT.P 2026-04-08,BTC,4h,69490.85,694.91,6.9491,37.22,0.0867,37.84,37.84,1.01,0.02,37575.39,22746.09,1.65,135.5,-1186284.85,-107.19,-12555840.54,-1134.5,-89560.1,-895.6,-1027233.9,-92.82,,WEAK,IGNORE,60,10000,79490.85,2393_days,19-09-2019,08-04-2026,0.06%,888,tv_backtester_jan_2024
