Rank,Strategy,Asset,Timeframe,Initial_Capital_USD,Final_Capital_USD,Net_Profit_USD,roi,ROI/annum,ROI_per_annum_Percent,Total_Trades,Winning_Trades,Losing_Trades,Win_Rate_Percent,Profit_Factor,Sharpe_Ratio,Avg_Trade_Percent,Max_Drawdown,Performance_Grade,Deployment_Status,Data_Source,Time_period_checked,Time_start,time_end,fees_exchnage,Parameters,Candle_Period
350,Supertrend_Momentum,LINKUSDT,1h,10000,9790.89,-209.11,-2.09,-2.09,-2.09,122,43,79,35.25,0.97,2.1,0.02,16.37,C,Inactive,Historical_Parquet,41 days,2026-02-03,2026-03-16,Entry:0.01% + Exit:0.01%,"SL:0.01, TP:0.07, TS:0.01",1h
351,Supertrend_Cluster,LINKUSDT,1h,10000,9770.63,-229.37,-2.29,-2.29,-2.29,75,24,51,32.0,0.97,3.1,0.03,18.79,C,Inactive,Historical_Parquet,41 days,2026-02-03,2026-03-16,Entry:0.01% + Exit:0.01%,"SL:0.015, TP:0.09, TS:0.015",1h
352,MACD_Divergence,LINKUSDT,15m,10000,9766.07,-233.93,-2.34,-2.34,-2.34,47,17,30,36.17,0.89,1.16,-0.03,13.12,D,Inactive,Historical_Parquet,10 days,2026-03-06,2026-03-16,Entry:0.01% + Exit:0.01%,"SL:0.008, TP:0.06, TS:0.008",15m
353,MACD_Trend_Strength,LINKUSDT,1h,10000,9760.01,-239.99,-2.4,-2.4,-2.4,28,8,20,28.57,0.92,2.99,-0.03,10.61,C,Inactive,Historical_Parquet,41 days,2026-02-03,2026-03-16,Entry:0.01% + Exit:0.01%,"SL:0.018, TP:0.1, TS:0.018",1h
354,Volume_Trend_ADX,LINKUSDT,1h,10000,9760.01,-239.99,-2.4,-2.4,-2.4,28,8,20,28.57,0.92,2.99,-0.03,10.61,C,Inactive,Historical_Parquet,41 days,2026-02-03,2026-03-16,Entry:0.01% + Exit:0.01%,"SL:0.018, TP:0.1, TS:0.018",1h
355,Trend_Strength_Entry,LINKUSDT,1h,10000,9750.53,-249.47,-2.49,-2.49,-2.49,74,23,51,31.08,0.96,3.12,0.03,18.79,C,Inactive,Historical_Parquet,41 days,2026-02-03,2026-03-16,Entry:0.01% + Exit:0.01%,"SL:0.015, TP:0.09, TS:0.015",1h
356,RSI_BB_MACD_Stochastic,LINKUSDT,1h,10000,9747.55,-252.45,-2.52,-2.52,-2.52,20,8,12,40.0,0.76,1.15,-0.11,6.8,D,Inactive,Historical_Parquet,41 days,2026-02-03,2026-03-16,Entry:0.01% + Exit:0.01%,"SL:0.01, TP:0.07, TS:0.01",1h
357,RSI_Extreme_Reversal,LINKUSDT,15m,10000,9736.52,-263.48,-2.63,-2.63,-2.63,28,6,22,21.43,0.73,0.86,-0.08,3.51,D,Inactive,Historical_Parquet,10 days,2026-03-06,2026-03-16,Entry:0.01% + Exit:0.01%,"SL:0.005, TP:0.05, TS:0.005",15m
358,EMA_BB_ADX,LINKUSDT,1h,10000,9710.66,-289.34,-2.89,-2.89,-2.89,74,23,51,31.08,0.96,3.12,0.02,16.19,C,Inactive,Historical_Parquet,41 days,2026-02-03,2026-03-16,Entry:0.01% + Exit:0.01%,"SL:0.015, TP:0.09, TS:0.015",1h
359,BB_Stochastic_Pro,LINKUSDT,15m,10000,9702.61,-297.39,-2.97,-2.97,-2.97,38,14,24,36.84,0.83,1.14,-0.06,11.64,D,Inactive,Historical_Parquet,10 days,2026-03-06,2026-03-16,Entry:0.01% + Exit:0.01%,"SL:0.008, TP:0.06, TS:0.008",15m
360,RSI_Trend_Trade,LINKUSDT,1h,10000,9703.17,-296.83,-2.97,-2.97,-2.97,94,30,64,31.91,0.96,2.6,0.02,17.51,C,Inactive,Historical_Parquet,41 days,2026-02-03,2026-03-16,Entry:0.01% + Exit:0.01%,"SL:0.012, TP:0.08, TS:0.012",1h
361,High_Momentum_Entry,LINKUSDT,1h,10000,9682.87,-317.13,-3.17,-3.17,-3.17,13,6,7,46.15,0.79,2.58,-0.21,5.45,B,Inactive,Historical_Parquet,41 days,2026-02-03,2026-03-16,Entry:0.01% + Exit:0.01%,"SL:0.02, TP:0.12, TS:0.02",1h
362,Breakout_ADX_Pro,LINKUSDT,1h,10000,9682.87,-317.13,-3.17,-3.17,-3.17,13,6,7,46.15,0.79,2.58,-0.21,5.45,B,Inactive,Historical_Parquet,41 days,2026-02-03,2026-03-16,Entry:0.01% + Exit:0.01%,"SL:0.02, TP:0.12, TS:0.02",1h
363,BB_Recovery,LINKUSDT,4h,10000,9670.19,-329.81,-3.3,-3.3,-3.3,77,27,50,35.06,0.96,4.16,0.06,33.74,C,Inactive,Historical_Parquet,166 days,2025-10-01,2026-03-16,Entry:0.01% + Exit:0.01%,"SL:0.008, TP:0.06, TS:0.008",4h
364,Stochastic_Trend_MACD,LINKUSDT,1h,10000,9669.0,-331.0,-3.31,-3.31,-3.31,35,10,25,28.57,0.9,2.85,-0.04,12.66,C,Inactive,Historical_Parquet,41 days,2026-02-03,2026-03-16,Entry:0.01% + Exit:0.01%,"SL:0.015, TP:0.09, TS:0.015",1h
365,Supertrend_Multi_Pro,LINKUSDT,1h,10000,9665.59,-334.41,-3.34,-3.34,-3.34,53,15,38,28.3,0.94,3.0,-0.01,18.32,C,Inactive,Historical_Parquet,41 days,2026-02-03,2026-03-16,Entry:0.01% + Exit:0.01%,"SL:0.015, TP:0.09, TS:0.015",1h
366,RSI_Extreme_Reversal,LINKUSDT,1h,10000,9659.38,-340.62,-3.41,-3.41,-3.41,41,12,29,29.27,0.84,1.39,-0.06,7.13,D,Inactive,Historical_Parquet,41 days,2026-02-03,2026-03-16,Entry:0.01% + Exit:0.01%,"SL:0.005, TP:0.05, TS:0.005",1h
367,Breakout_Cluster,LINKUSDT,1h,10000,9652.22,-347.78,-3.48,-3.48,-3.48,18,7,11,38.89,0.83,2.58,-0.16,9.09,C,Inactive,Historical_Parquet,41 days,2026-02-03,2026-03-16,Entry:0.01% + Exit:0.01%,"SL:0.018, TP:0.1, TS:0.018",1h
368,Scalp_Trade,LINKUSDT,15m,10000,9650.24,-349.76,-3.5,-3.5,-3.5,32,9,23,28.12,0.63,0.62,-0.1,5.68,D,Inactive,Historical_Parquet,10 days,2026-03-06,2026-03-16,Entry:0.01% + Exit:0.01%,"SL:0.004, TP:0.025, TS:0.004",15m
369,VWAP_Trend_Follow,LINKUSDT,1h,10000,9642.63,-357.37,-3.57,-3.57,-3.57,97,33,64,34.02,0.95,2.55,0.01,18.91,C,Inactive,Historical_Parquet,41 days,2026-02-03,2026-03-16,Entry:0.01% + Exit:0.01%,"SL:0.012, TP:0.08, TS:0.012",1h
370,MACD_Histogram_Trade,LINKUSDT,4h,10000,9635.82,-364.18,-3.64,-3.64,-3.64,70,23,47,32.86,0.96,3.96,0.04,25.22,C,Inactive,Historical_Parquet,166 days,2025-10-01,2026-03-16,Entry:0.01% + Exit:0.01%,"SL:0.01, TP:0.07, TS:0.01",4h
371,Supertrend_Cluster,LINKUSDT,1h,10000,9635.3,-364.7,-3.65,-3.65,-3.65,123,43,80,34.96,0.96,2.09,0.01,17.7,C,Inactive,Historical_Parquet,41 days,2026-02-03,2026-03-16,Entry:0.01% + Exit:0.01%,"SL:0.01, TP:0.07, TS:0.01",1h
372,VWAP_Cluster,LINKUSDT,1h,10000,9635.3,-364.7,-3.65,-3.65,-3.65,123,43,80,34.96,0.96,2.09,0.01,17.7,C,Inactive,Historical_Parquet,41 days,2026-02-03,2026-03-16,Entry:0.01% + Exit:0.01%,"SL:0.01, TP:0.07, TS:0.01",1h
373,Supertrend_RSI,LINKUSDT,1h,10000,9635.3,-364.7,-3.65,-3.65,-3.65,123,43,80,34.96,0.96,2.09,0.01,17.7,C,Inactive,Historical_Parquet,41 days,2026-02-03,2026-03-16,Entry:0.01% + Exit:0.01%,"SL:0.01, TP:0.07, TS:0.01",1h
374,Supertrend_Pro,LINKUSDT,1h,10000,9635.3,-364.7,-3.65,-3.65,-3.65,123,43,80,34.96,0.96,2.09,0.01,17.7,C,Inactive,Historical_Parquet,41 days,2026-02-03,2026-03-16,Entry:0.01% + Exit:0.01%,"SL:0.01, TP:0.07, TS:0.01",1h
375,ADX_BB_MACD,LINKUSDT,4h,10000,9626.78,-373.22,-3.73,-3.73,-3.73,55,19,36,34.55,0.95,4.41,0.04,27.12,C,Inactive,Historical_Parquet,166 days,2025-10-01,2026-03-16,Entry:0.01% + Exit:0.01%,"SL:0.012, TP:0.08, TS:0.012",4h
376,Momentum_Trade,LINKUSDT,15m,10000,9615.48,-384.52,-3.85,-3.85,-3.85,17,6,11,35.29,0.69,1.68,-0.21,8.3,C,Inactive,Historical_Parquet,10 days,2026-03-06,2026-03-16,Entry:0.01% + Exit:0.01%,"SL:0.015, TP:0.09, TS:0.015",15m
377,Breakout_Retest,LINKUSDT,4h,10000,9607.13,-392.87,-3.93,-3.93,-3.93,58,20,38,34.48,0.95,4.49,0.04,29.4,C,Inactive,Historical_Parquet,166 days,2025-10-01,2026-03-16,Entry:0.01% + Exit:0.01%,"SL:0.008, TP:0.06, TS:0.008",4h
378,Quick_Profit,LINKUSDT,15m,10000,9600.29,-399.71,-4.0,-4.0,-4.0,34,6,28,17.65,0.66,0.93,-0.1,5.48,D,Inactive,Historical_Parquet,10 days,2026-03-06,2026-03-16,Entry:0.01% + Exit:0.01%,"SL:0.005, TP:0.035, TS:0.005",15m
379,VWAP_Stochastic,LINKUSDT,1h,10000,9593.36,-406.64,-4.07,-4.07,-4.07,103,37,66,35.92,0.94,1.82,-0.01,12.78,C,Inactive,Historical_Parquet,41 days,2026-02-03,2026-03-16,Entry:0.01% + Exit:0.01%,"SL:0.01, TP:0.07, TS:0.01",1h
380,BB_Recovery,LINKUSDT,1h,10000,9587.07,-412.93,-4.13,-4.13,-4.13,56,21,35,37.5,0.88,1.69,-0.05,12.67,C,Inactive,Historical_Parquet,41 days,2026-02-03,2026-03-16,Entry:0.01% + Exit:0.01%,"SL:0.008, TP:0.06, TS:0.008",1h
381,Breakout_ADX,LINKUSDT,1h,10000,9583.06,-416.94,-4.17,-4.17,-4.17,56,19,37,33.93,0.94,3.73,0.0,15.14,C,Inactive,Historical_Parquet,41 days,2026-02-03,2026-03-16,Entry:0.01% + Exit:0.01%,"SL:0.02, TP:0.12, TS:0.02",1h
382,Multi_Timeframe_Entry,LINKUSDT,1h,10000,9578.57,-421.43,-4.21,-4.21,-4.21,73,23,50,31.51,0.94,3.14,0.0,17.18,C,Inactive,Historical_Parquet,41 days,2026-02-03,2026-03-16,Entry:0.01% + Exit:0.01%,"SL:0.015, TP:0.09, TS:0.015",1h
383,Bollinger_Break_Upper,LINKUSDT,15m,10000,9556.9,-443.1,-4.43,-4.43,-4.43,21,9,12,42.86,0.71,1.66,-0.19,8.42,B,Inactive,Historical_Parquet,10 days,2026-03-06,2026-03-16,Entry:0.01% + Exit:0.01%,"SL:0.015, TP:0.09, TS:0.015",15m
384,Triple_Confirmation,LINKUSDT,1h,10000,9556.81,-443.19,-4.43,-4.43,-4.43,107,36,71,33.64,0.94,2.03,-0.01,14.85,C,Inactive,Historical_Parquet,41 days,2026-02-03,2026-03-16,Entry:0.01% + Exit:0.01%,"SL:0.008, TP:0.06, TS:0.008",1h
385,ADX_Stochastic_VWAP,LINKUSDT,4h,10000,9546.94,-453.06,-4.53,-4.53,-4.53,12,5,7,41.67,0.8,4.96,-0.27,14.6,B,Inactive,Historical_Parquet,166 days,2025-10-01,2026-03-16,Entry:0.01% + Exit:0.01%,"SL:0.015, TP:0.09, TS:0.015",4h
386,ADX_Trend_Strength,LINKUSDT,1h,10000,9536.65,-463.35,-4.63,-4.63,-4.63,92,31,61,33.7,0.94,2.62,-0.0,17.21,C,Inactive,Historical_Parquet,41 days,2026-02-03,2026-03-16,Entry:0.01% + Exit:0.01%,"SL:0.012, TP:0.08, TS:0.012",1h
387,RSI_Extreme_Play,LINKUSDT,1h,10000,9507.55,-492.45,-4.92,-4.92,-4.92,161,53,108,32.92,0.94,1.58,-0.0,12.58,C,Inactive,Historical_Parquet,41 days,2026-02-03,2026-03-16,Entry:0.01% + Exit:0.01%,"SL:0.005, TP:0.05, TS:0.005",1h
388,Bollinger_Bounce,LINKUSDT,15m,10000,9504.69,-495.31,-4.95,-4.95,-4.95,34,6,28,17.65,0.58,0.8,-0.13,5.68,D,Inactive,Historical_Parquet,10 days,2026-03-06,2026-03-16,Entry:0.01% + Exit:0.01%,"SL:0.005, TP:0.05, TS:0.005",15m
389,MACD_Cross_Pro,LINKUSDT,1h,10000,9505.34,-494.66,-4.95,-4.95,-4.95,90,29,61,32.22,0.92,1.96,-0.02,13.75,C,Inactive,Historical_Parquet,41 days,2026-02-03,2026-03-16,Entry:0.01% + Exit:0.01%,"SL:0.01, TP:0.07, TS:0.01",1h
390,Stochastic_Reversal,LINKUSDT,15m,10000,9504.69,-495.31,-4.95,-4.95,-4.95,34,6,28,17.65,0.58,0.8,-0.13,5.68,D,Inactive,Historical_Parquet,10 days,2026-03-06,2026-03-16,Entry:0.01% + Exit:0.01%,"SL:0.005, TP:0.05, TS:0.005",15m
391,BB_VWAP_ADX,LINKUSDT,1h,10000,9491.57,-508.43,-5.08,-5.08,-5.08,59,18,41,30.51,0.91,3.13,-0.03,16.72,C,Inactive,Historical_Parquet,41 days,2026-02-03,2026-03-16,Entry:0.01% + Exit:0.01%,"SL:0.015, TP:0.09, TS:0.015",1h
392,Volatility_Expansion,LINKUSDT,15m,10000,9487.4,-512.6,-5.13,-5.13,-5.13,23,10,13,43.48,0.67,1.6,-0.21,10.68,B,Inactive,Historical_Parquet,10 days,2026-03-06,2026-03-16,Entry:0.01% + Exit:0.01%,"SL:0.015, TP:0.09, TS:0.015",15m
393,Channel_Trend_Follow,LINKUSDT,1h,10000,9481.82,-518.18,-5.18,-5.18,-5.18,72,22,50,30.56,0.93,3.16,-0.01,17.4,C,Inactive,Historical_Parquet,41 days,2026-02-03,2026-03-16,Entry:0.01% + Exit:0.01%,"SL:0.015, TP:0.09, TS:0.015",1h
394,ADX_Breakout,LINKUSDT,1h,10000,9481.82,-518.18,-5.18,-5.18,-5.18,72,22,50,30.56,0.93,3.16,-0.01,17.4,C,Inactive,Historical_Parquet,41 days,2026-02-03,2026-03-16,Entry:0.01% + Exit:0.01%,"SL:0.015, TP:0.09, TS:0.015",1h
395,Breakout_Multi_Signal,LINKUSDT,1h,10000,9480.47,-519.53,-5.2,-5.2,-5.2,15,6,9,40.0,0.7,2.39,-0.33,7.38,C,Inactive,Historical_Parquet,41 days,2026-02-03,2026-03-16,Entry:0.01% + Exit:0.01%,"SL:0.02, TP:0.12, TS:0.02",1h
396,VWAP_Momentum,LINKUSDT,1h,10000,9467.13,-532.87,-5.33,-5.33,-5.33,81,28,53,34.57,0.91,2.37,-0.03,16.72,C,Inactive,Historical_Parquet,41 days,2026-02-03,2026-03-16,Entry:0.01% + Exit:0.01%,"SL:0.012, TP:0.08, TS:0.012",1h
397,RSI_Stochastic_Pro,LINKUSDT,1h,10000,9465.12,-534.88,-5.35,-5.35,-5.35,22,7,15,31.82,0.55,1.08,-0.24,6.92,D,Inactive,Historical_Parquet,41 days,2026-02-03,2026-03-16,Entry:0.01% + Exit:0.01%,"SL:0.008, TP:0.06, TS:0.008",1h
398,Supertrend_Reversal,LINKUSDT,1h,10000,9456.75,-543.25,-5.43,-5.43,-5.43,149,51,98,34.23,0.94,1.98,-0.0,18.67,C,Inactive,Historical_Parquet,41 days,2026-02-03,2026-03-16,Entry:0.01% + Exit:0.01%,"SL:0.008, TP:0.06, TS:0.008",1h
399,Stochastic_Trend_ADX,LINKUSDT,1h,10000,9451.71,-548.29,-5.48,-5.48,-5.48,74,23,51,31.08,0.9,2.48,-0.03,13.77,C,Inactive,Historical_Parquet,41 days,2026-02-03,2026-03-16,Entry:0.01% + Exit:0.01%,"SL:0.012, TP:0.08, TS:0.012",1h
400,Moderate_Strategy,LINKUSDT,1h,10000,9450.94,-549.06,-5.49,-5.49,-5.49,92,31,61,33.7,0.93,2.55,-0.01,15.45,C,Inactive,Historical_Parquet,41 days,2026-02-03,2026-03-16,Entry:0.01% + Exit:0.01%,"SL:0.012, TP:0.07, TS:0.012",1h
401,MACD_VWAP_Breakout,LINKUSDT,1h,10000,9430.09,-569.91,-5.7,-5.7,-5.7,24,7,17,29.17,0.77,2.63,-0.2,14.0,C,Inactive,Historical_Parquet,41 days,2026-02-03,2026-03-16,Entry:0.01% + Exit:0.01%,"SL:0.018, TP:0.1, TS:0.018",1h
402,Breakout_VWAP,LINKUSDT,1h,10000,9430.09,-569.91,-5.7,-5.7,-5.7,24,7,17,29.17,0.77,2.63,-0.2,14.0,C,Inactive,Historical_Parquet,41 days,2026-02-03,2026-03-16,Entry:0.01% + Exit:0.01%,"SL:0.018, TP:0.1, TS:0.018",1h
403,Trend_Follower_Multi,LINKUSDT,1h,10000,9428.33,-571.67,-5.72,-5.72,-5.72,54,15,39,27.78,0.9,2.99,-0.05,18.32,C,Inactive,Historical_Parquet,41 days,2026-02-03,2026-03-16,Entry:0.01% + Exit:0.01%,"SL:0.015, TP:0.09, TS:0.015",1h
404,Golden_Cross_Pro,LINKUSDT,1h,10000,9428.33,-571.67,-5.72,-5.72,-5.72,54,15,39,27.78,0.9,2.99,-0.05,18.32,C,Inactive,Historical_Parquet,41 days,2026-02-03,2026-03-16,Entry:0.01% + Exit:0.01%,"SL:0.015, TP:0.09, TS:0.015",1h
405,Multi_Trend_Entry,LINKUSDT,1h,10000,9428.33,-571.67,-5.72,-5.72,-5.72,54,15,39,27.78,0.9,2.99,-0.05,18.32,C,Inactive,Historical_Parquet,41 days,2026-02-03,2026-03-16,Entry:0.01% + Exit:0.01%,"SL:0.015, TP:0.09, TS:0.015",1h
406,MACD_ADX_Combo,LINKUSDT,1h,10000,9423.28,-576.72,-5.77,-5.77,-5.77,74,23,51,31.08,0.92,3.12,-0.02,18.93,C,Inactive,Historical_Parquet,41 days,2026-02-03,2026-03-16,Entry:0.01% + Exit:0.01%,"SL:0.015, TP:0.09, TS:0.015",1h
407,MACD_Supertrend_ADX,LINKUSDT,1h,10000,9423.28,-576.72,-5.77,-5.77,-5.77,74,23,51,31.08,0.92,3.12,-0.02,18.93,C,Inactive,Historical_Parquet,41 days,2026-02-03,2026-03-16,Entry:0.01% + Exit:0.01%,"SL:0.015, TP:0.09, TS:0.015",1h
408,Dual_Stochastic,LINKUSDT,1h,10000,9418.78,-581.22,-5.81,-5.81,-5.81,70,22,48,31.43,0.88,1.94,-0.05,13.08,C,Inactive,Historical_Parquet,41 days,2026-02-03,2026-03-16,Entry:0.01% + Exit:0.01%,"SL:0.008, TP:0.06, TS:0.008",1h
409,MACD_Trend_Follow,LINKUSDT,4h,10000,9417.85,-582.15,-5.82,-5.82,-5.82,134,49,85,36.57,0.96,3.67,0.03,29.6,C,Inactive,Historical_Parquet,166 days,2025-10-01,2026-03-16,Entry:0.01% + Exit:0.01%,"SL:0.015, TP:0.09, TS:0.015",4h
410,MACD_Supertrend_ADX,LINKUSDT,4h,10000,9417.85,-582.15,-5.82,-5.82,-5.82,134,49,85,36.57,0.96,3.67,0.03,29.6,C,Inactive,Historical_Parquet,166 days,2025-10-01,2026-03-16,Entry:0.01% + Exit:0.01%,"SL:0.015, TP:0.09, TS:0.015",4h
411,MACD_ADX_Combo,LINKUSDT,4h,10000,9417.85,-582.15,-5.82,-5.82,-5.82,134,49,85,36.57,0.96,3.67,0.03,29.6,C,Inactive,Historical_Parquet,166 days,2025-10-01,2026-03-16,Entry:0.01% + Exit:0.01%,"SL:0.015, TP:0.09, TS:0.015",4h
412,VWAP_EMA_Strength,LINKUSDT,1h,10000,9379.34,-620.66,-6.21,-6.21,-6.21,77,24,53,31.17,0.91,3.08,-0.02,22.04,C,Inactive,Historical_Parquet,41 days,2026-02-03,2026-03-16,Entry:0.01% + Exit:0.01%,"SL:0.015, TP:0.09, TS:0.015",1h
413,Trend_Follower_Pro,LINKUSDT,1h,10000,9348.19,-651.81,-6.52,-6.52,-6.52,46,12,34,26.09,0.86,2.85,-0.1,16.5,C,Inactive,Historical_Parquet,41 days,2026-02-03,2026-03-16,Entry:0.01% + Exit:0.01%,"SL:0.015, TP:0.09, TS:0.015",1h
414,EMA_Cloud_Strength,LINKUSDT,1h,10000,9348.19,-651.81,-6.52,-6.52,-6.52,46,12,34,26.09,0.86,2.85,-0.1,16.5,C,Inactive,Historical_Parquet,41 days,2026-02-03,2026-03-16,Entry:0.01% + Exit:0.01%,"SL:0.015, TP:0.09, TS:0.015",1h
415,ADX_EMA_Trade,LINKUSDT,1h,10000,9343.45,-656.55,-6.57,-6.57,-6.57,74,23,51,31.08,0.91,3.13,-0.03,19.21,C,Inactive,Historical_Parquet,41 days,2026-02-03,2026-03-16,Entry:0.01% + Exit:0.01%,"SL:0.015, TP:0.09, TS:0.015",1h
416,VWAP_ADX_Trade,LINKUSDT,1h,10000,9316.71,-683.29,-6.83,-6.83,-6.83,76,24,52,31.58,0.9,3.07,-0.03,20.22,C,Inactive,Historical_Parquet,41 days,2026-02-03,2026-03-16,Entry:0.01% + Exit:0.01%,"SL:0.015, TP:0.09, TS:0.015",1h
417,RSI_Extreme_Play,LINKUSDT,15m,10000,9313.04,-686.96,-6.87,-6.87,-6.87,90,26,64,28.89,0.77,0.87,-0.06,12.86,D,Inactive,Historical_Parquet,10 days,2026-03-06,2026-03-16,Entry:0.01% + Exit:0.01%,"SL:0.005, TP:0.05, TS:0.005",15m
418,VWAP_Trend_Strength,LINKUSDT,1h,10000,9308.77,-691.23,-6.91,-6.91,-6.91,76,23,53,30.26,0.9,3.09,-0.04,20.85,C,Inactive,Historical_Parquet,41 days,2026-02-03,2026-03-16,Entry:0.01% + Exit:0.01%,"SL:0.015, TP:0.09, TS:0.015",1h
419,Ultimate_Entry,LINKUSDT,1h,10000,9281.79,-718.21,-7.18,-7.18,-7.18,19,6,13,31.58,0.7,2.93,-0.35,9.53,C,Inactive,Historical_Parquet,41 days,2026-02-03,2026-03-16,Entry:0.01% + Exit:0.01%,"SL:0.025, TP:0.15, TS:0.025",1h
420,Triple_EMA_Cross,LINKUSDT,1h,10000,9279.78,-720.22,-7.2,-7.2,-7.2,85,27,58,31.76,0.88,1.96,-0.05,13.34,C,Inactive,Historical_Parquet,41 days,2026-02-03,2026-03-16,Entry:0.01% + Exit:0.01%,"SL:0.01, TP:0.07, TS:0.01",1h
421,MACD_Signal_Line,LINKUSDT,1h,10000,9279.78,-720.22,-7.2,-7.2,-7.2,85,27,58,31.76,0.88,1.96,-0.05,13.34,C,Inactive,Historical_Parquet,41 days,2026-02-03,2026-03-16,Entry:0.01% + Exit:0.01%,"SL:0.01, TP:0.07, TS:0.01",1h
422,VWAP_Trend_Strength,LINKUSDT,4h,10000,9276.39,-723.61,-7.24,-7.24,-7.24,134,48,86,35.82,0.95,3.67,0.02,30.5,C,Inactive,Historical_Parquet,166 days,2025-10-01,2026-03-16,Entry:0.01% + Exit:0.01%,"SL:0.015, TP:0.09, TS:0.015",4h
423,MACD_Trend_Follow,LINKUSDT,1h,10000,9273.53,-726.47,-7.26,-7.26,-7.26,75,23,52,30.67,0.9,3.1,-0.04,20.22,C,Inactive,Historical_Parquet,41 days,2026-02-03,2026-03-16,Entry:0.01% + Exit:0.01%,"SL:0.015, TP:0.09, TS:0.015",1h
424,RSI_BB_VWAP,LINKUSDT,4h,10000,9271.69,-728.31,-7.28,-7.28,-7.28,61,22,39,36.07,0.91,4.54,-0.01,34.47,C,Inactive,Historical_Parquet,166 days,2025-10-01,2026-03-16,Entry:0.01% + Exit:0.01%,"SL:0.01, TP:0.07, TS:0.01",4h
425,Swing_Trade,LINKUSDT,4h,10000,9261.34,-738.66,-7.39,-7.39,-7.39,138,48,90,34.78,0.95,3.67,0.02,28.39,C,Inactive,Historical_Parquet,166 days,2025-10-01,2026-03-16,Entry:0.01% + Exit:0.01%,"SL:0.015, TP:0.08, TS:0.015",4h
426,Scalp_Trade,LINKUSDT,1h,10000,9252.41,-747.59,-7.48,-7.48,-7.48,43,12,31,27.91,0.64,1.11,-0.16,8.56,D,Inactive,Historical_Parquet,41 days,2026-02-03,2026-03-16,Entry:0.01% + Exit:0.01%,"SL:0.004, TP:0.025, TS:0.004",1h
427,Trend_Strength_Entry,LINKUSDT,4h,10000,9246.65,-753.35,-7.53,-7.53,-7.53,137,48,89,35.04,0.95,3.66,0.02,28.39,C,Inactive,Historical_Parquet,166 days,2025-10-01,2026-03-16,Entry:0.01% + Exit:0.01%,"SL:0.015, TP:0.09, TS:0.015",4h
428,BB_Stochastic_VWAP,LINKUSDT,4h,10000,9232.37,-767.63,-7.68,-7.68,-7.68,23,10,13,43.48,0.76,3.66,-0.28,16.92,B,Inactive,Historical_Parquet,166 days,2025-10-01,2026-03-16,Entry:0.01% + Exit:0.01%,"SL:0.01, TP:0.07, TS:0.01",4h
429,EMA_BB_Stochastic,LINKUSDT,4h,10000,9232.37,-767.63,-7.68,-7.68,-7.68,23,10,13,43.48,0.76,3.66,-0.28,16.92,B,Inactive,Historical_Parquet,166 days,2025-10-01,2026-03-16,Entry:0.01% + Exit:0.01%,"SL:0.01, TP:0.07, TS:0.01",4h
430,Quick_Profit,LINKUSDT,4h,10000,9196.98,-803.02,-8.03,-8.03,-8.03,85,36,49,42.35,0.92,3.51,-0.02,33.07,B,Inactive,Historical_Parquet,166 days,2025-10-01,2026-03-16,Entry:0.01% + Exit:0.01%,"SL:0.005, TP:0.035, TS:0.005",4h
431,Breakout_Pullback,LINKUSDT,1h,10000,9196.2,-803.8,-8.04,-8.04,-8.04,39,16,23,41.03,0.69,1.5,-0.2,10.7,B,Inactive,Historical_Parquet,41 days,2026-02-03,2026-03-16,Entry:0.01% + Exit:0.01%,"SL:0.01, TP:0.07, TS:0.01",1h
432,Volume_Surge_Entry,LINKUSDT,1h,10000,9186.15,-813.85,-8.14,-8.14,-8.14,106,36,70,33.96,0.88,1.86,-0.05,14.49,C,Inactive,Historical_Parquet,41 days,2026-02-03,2026-03-16,Entry:0.01% + Exit:0.01%,"SL:0.008, TP:0.06, TS:0.008",1h
433,Trend_BB_Trade,LINKUSDT,1h,10000,9185.17,-814.83,-8.15,-8.15,-8.15,78,24,54,30.77,0.89,3.06,-0.05,21.34,C,Inactive,Historical_Parquet,41 days,2026-02-03,2026-03-16,Entry:0.01% + Exit:0.01%,"SL:0.015, TP:0.09, TS:0.015",1h
434,Breakout_Retest,LINKUSDT,1h,10000,9170.06,-829.94,-8.3,-8.3,-8.3,44,17,27,38.64,0.7,1.48,-0.18,11.91,D,Inactive,Historical_Parquet,41 days,2026-02-03,2026-03-16,Entry:0.01% + Exit:0.01%,"SL:0.008, TP:0.06, TS:0.008",1h
435,ADX_Stochastic_Trade,LINKUSDT,4h,10000,9154.05,-845.95,-8.46,-8.46,-8.46,165,59,106,35.76,0.95,3.43,0.02,32.72,C,Inactive,Historical_Parquet,166 days,2025-10-01,2026-03-16,Entry:0.01% + Exit:0.01%,"SL:0.012, TP:0.08, TS:0.012",4h
436,Stochastic_Trend,LINKUSDT,4h,10000,9154.05,-845.95,-8.46,-8.46,-8.46,165,59,106,35.76,0.95,3.43,0.02,32.72,C,Inactive,Historical_Parquet,166 days,2025-10-01,2026-03-16,Entry:0.01% + Exit:0.01%,"SL:0.012, TP:0.08, TS:0.012",4h
437,MACD_Divergence,LINKUSDT,1h,10000,9150.97,-849.03,-8.49,-8.49,-8.49,110,36,74,32.73,0.88,1.91,-0.05,17.76,C,Inactive,Historical_Parquet,41 days,2026-02-03,2026-03-16,Entry:0.01% + Exit:0.01%,"SL:0.008, TP:0.06, TS:0.008",1h
